Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Revenue_Million_USD
2025,4,North America,Model Y,12062,13191,66633.49,120,690,1248.42,Official (Quarter),14114,803.7331564
2019,8,Asia,Model X,8889,9950,91679.04,60,356,474.67,Estimated (Region),7931,814.9349866
2016,12,Europe,Model S,10571,11269,71163.33,82,461,730.98,Estimated (Region),5335,752.2675614
2020,2,North America,Model Y,8304,8784,114079.13,60,352,438.45,Interpolated (Month),9061,947.3130955
2021,4,Middle East,Model X,12967,13501,52295.99,120,685,1332.36,Estimated (Region),13741,678.1221023
2025,11,Asia,Model S,9181,9523,66418.09,120,671,924.07,Estimated (Region),9897,609.7844843
2023,7,Middle East,Cybertruck,4551,5027,85436.17,100,551,376.14,Interpolated (Month),14096,388.8200097
2019,8,North America,Cybertruck,13167,15140,64800.19,100,563,1111.95,Interpolated (Month),10954,853.2241017
2021,6,Europe,Model 3,8537,9533,92600.01,120,718,919.43,Official (Quarter),7483,790.5262854
2016,5,Middle East,Model Y,15206,15358,86288.56,120,669,1525.92,Estimated (Region),11849,1312.103843
2021,9,Middle East,Model S,13107,14700,59452.67,60,344,676.32,Estimated (Region),14262,779.2461457
2024,3,Middle East,Model S,11386,12208,78046.05,82,491,838.58,Official (Quarter),12853,888.6323253
2020,12,North America,Model X,935,1063,75780.68,60,341,47.83,Interpolated (Month),7602,70.8549358
2020,9,Middle East,Model Y,10233,10752,83140.45,75,435,667.7,Interpolated (Month),13425,850.7762249
2024,4,North America,Model X,13755,14856,65278.86,75,418,862.44,Interpolated (Month),5841,897.9107193
2018,5,Middle East,Model 3,11601,11864,83419.13,120,696,1211.14,Estimated (Region),9980,967.7453271
2019,6,Europe,Model X,13504,15384,94876.03,82,463,937.85,Estimated (Region),9303,1281.205909
2016,2,Asia,Cybertruck,10601,11391,93249.31,100,593,942.96,Official (Quarter),9847,988.5359353
2022,11,Middle East,Model 3,8164,9072,102969.34,60,350,428.61,Estimated (Region),5808,840.6416918
2018,8,Europe,Model S,15247,15861,63905.12,120,674,1541.47,Official (Quarter),6676,974.3613646
2015,6,North America,Model 3,12491,12919,97019.05,60,348,652.03,Estimated (Region),7297,1211.864954
2022,2,Middle East,Model Y,15256,16088,108329.2,60,343,784.92,Estimated (Region),11634,1652.670275
2015,6,Europe,Model X,12870,14534,116466.44,120,668,1289.57,Estimated (Region),14119,1498.923083
2024,12,Middle East,Cybertruck,12805,13581,97484.54,75,441,847.05,Official (Quarter),14903,1248.289535
2025,12,Europe,Model Y,5817,6426,81936.8,100,576,502.59,Estimated (Region),4756,476.6263656
2024,3,North America,Cybertruck,8819,10002,100057.39,100,581,768.58,Official (Quarter),10965,882.4061224
2023,12,Europe,Model X,6937,7210,67171.73,100,598,622.25,Estimated (Region),3098,465.970291
2020,9,North America,Model X,18338,20455,57277.16,60,358,984.75,Official (Quarter),13682,1050.34856
2022,6,Europe,Model 3,2499,2699,111361.87,82,488,182.93,Estimated (Region),6191,278.2933131
2022,12,Asia,Model X,6375,7256,59853.93,82,460,439.87,Estimated (Region),9697,381.5688038
2023,7,Asia,Model Y,15153,15547,73861.36,82,467,1061.47,Estimated (Region),7184,1119.221188
2023,3,North America,Model S,9070,9500,97403.35,100,574,780.93,Estimated (Region),14739,883.4483845
2022,4,North America,Cybertruck,7487,8565,107432.29,120,711,798.49,Official (Quarter),5066,804.3455552
2017,12,Asia,Model X,12561,12677,56465.24,75,418,787.57,Interpolated (Month),10142,709.2598796
2015,4,Asia,Model X,15110,15882,115153.01,100,592,1341.77,Estimated (Region),8147,1739.961981
2023,5,Europe,Model Y,10263,10424,110080.39,60,339,521.87,Estimated (Region),14655,1129.755043
2025,8,North America,Model S,15156,15346,61250.09,82,481,1093.51,Interpolated (Month),8176,928.306364
2017,1,North America,Model 3,4481,4486,119847.46,60,350,235.25,Official (Quarter),12941,537.0364683
2022,9,Middle East,Model X,4364,4537,98157.4,60,353,231.07,Estimated (Region),6681,428.3588936
2021,8,North America,Model Y,12327,12708,80886.08,82,453,837.62,Interpolated (Month),12903,997.0827082
2025,11,Europe,Model S,11138,11508,65394.72,82,489,816.97,Estimated (Region),14449,728.3663914
2019,11,Asia,Model 3,9433,9586,111315.31,100,589,833.41,Official (Quarter),5017,1050.037319
2023,12,Middle East,Model Y,5348,5655,111013.18,100,568,455.65,Estimated (Region),14419,593.6984866
2021,11,North America,Model S,14807,14852,92314.23,82,462,1026.13,Interpolated (Month),13348,1366.896804
2021,8,Middle East,Model Y,13069,14212,87686.89,82,469,919.4,Official (Quarter),5511,1145.979965
2016,9,Europe,Model S,20358,20930,110072.39,100,590,1801.68,Estimated (Region),9489,2240.853716
2018,2,Middle East,Model X,7551,7813,110788.67,82,488,552.73,Interpolated (Month),8035,836.5652472
2025,4,Middle East,Model S,6995,7039,97176.11,75,432,453.28,Interpolated (Month),8329,679.7468895
2023,11,Middle East,Model 3,10831,11502,79651.01,120,702,1140.5,Estimated (Region),14313,862.7000893
2021,1,Middle East,Model 3,2137,2277,68388.53,120,669,214.45,Official (Quarter),11269,146.1462886
2023,3,Asia,Model X,6987,7810,76386.5,82,455,476.86,Interpolated (Month),10605,533.7124755
2023,10,North America,Model S,10819,11416,99911.97,75,414,671.86,Interpolated (Month),7636,1080.947603
2018,2,North America,Model Y,11286,12786,115401.29,82,488,826.14,Estimated (Region),10624,1302.418959
2018,5,Europe,Model 3,14415,14504,84869.1,120,701,1515.74,Interpolated (Month),6027,1223.388077
2025,3,North America,Model X,4027,4228,117189.04,82,472,285.11,Official (Quarter),7808,471.9202641
2024,4,Middle East,Model 3,14574,16184,65092.63,75,427,933.46,Official (Quarter),9094,948.6599896
2025,1,Middle East,Cybertruck,4241,4551,63059.47,100,594,377.87,Official (Quarter),5982,267.4352123
2025,6,Europe,Model 3,10014,10848,107745.69,100,575,863.71,Estimated (Region),13997,1078.96534
2021,7,North America,Model 3,13236,13581,103253.15,120,660,1310.36,Estimated (Region),9693,1366.658693
2015,8,Europe,Model Y,6904,7092,113591.54,75,434,449.45,Estimated (Region),7810,784.2359922
2020,9,Asia,Model S,19989,21667,84048.35,60,345,1034.43,Official (Quarter),5116,1680.042468
2021,9,North America,Model S,11461,12063,81652.81,100,556,955.85,Interpolated (Month),3575,935.8228554
2021,9,North America,Model 3,9843,10987,89947.82,75,441,651.11,Estimated (Region),4798,885.3563923
2017,11,Asia,Model X,5590,5772,111185.02,60,337,282.57,Interpolated (Month),6158,621.5242618
2018,5,Middle East,Model Y,12023,12399,54099.57,75,433,780.89,Estimated (Region),10142,650.4391301
2025,2,Asia,Model 3,17456,19595,107746.29,120,674,1764.8,Interpolated (Month),6883,1880.819238
2021,9,Europe,Model 3,6586,7232,79135.19,82,458,452.46,Official (Quarter),11269,521.1843613
2022,12,Asia,Model 3,14684,16136,74135.09,75,446,982.36,Interpolated (Month),6498,1088.599662
2017,12,North America,Model 3,25704,28939,61247.57,120,661,2548.55,Official (Quarter),8388,1574.307539
2024,9,Middle East,Model Y,4620,5094,65088.03,82,468,324.32,Official (Quarter),5258,300.7066986
2018,11,North America,Model 3,10848,11734,61191.58,82,479,779.43,Estimated (Region),5010,663.8062598
2018,10,Europe,Model S,10672,11272,93493.14,120,703,1125.36,Official (Quarter),4327,997.7587901
2016,11,Asia,Cybertruck,14130,14923,61680.21,82,468,991.93,Estimated (Region),4711,871.5413673
2021,11,Asia,Model X,11543,12126,90984.02,75,424,734.13,Estimated (Region),4043,1050.228543
2023,7,North America,Model X,9697,10023,63662.22,82,457,664.73,Interpolated (Month),12325,617.3325473
2020,9,Europe,Model Y,10029,10380,78669.26,60,353,531.04,Official (Quarter),12254,788.9740085
2015,9,Europe,Model X,15086,15130,57287.6,100,589,1332.85,Official (Quarter),5142,864.2407336
2018,1,Asia,Model S,14330,16094,83414.53,100,567,1218.77,Interpolated (Month),7350,1195.330215
2022,5,North America,Model S,10488,10878,71290.87,60,353,555.34,Estimated (Region),6926,747.6986446
2020,6,Asia,Model S,7893,8803,68591.13,120,706,835.87,Interpolated (Month),5470,541.3897891
2015,2,Europe,Model 3,2324,2423,52582.09,120,696,242.63,Interpolated (Month),9032,122.2007772
2024,9,North America,Model X,9727,10872,83984.71,60,340,496.08,Interpolated (Month),3988,816.9192742
2022,1,Asia,Cybertruck,13491,15256,65094.78,60,332,671.85,Interpolated (Month),8794,878.193677
2019,2,Middle East,Model X,2439,2652,111904.04,100,557,203.78,Official (Quarter),10173,272.9339536
2019,11,Middle East,Model 3,10763,10853,59952.7,75,414,668.38,Interpolated (Month),10510,645.2709101
2019,5,North America,Model S,6061,6255,78780.1,60,351,319.11,Estimated (Region),5609,477.4861861
2022,7,Asia,Model 3,10399,10848,61221.63,82,473,737.81,Interpolated (Month),9387,636.6437304
2021,7,Europe,Model 3,10432,11531,105489.24,82,476,744.84,Official (Quarter),4831,1100.463752
2023,8,Middle East,Cybertruck,12771,14425,76006.37,120,672,1287.32,Estimated (Region),12301,970.6773513
2015,3,North America,Model 3,6717,6811,75740.11,82,461,464.48,Estimated (Region),5927,508.7463189
2021,2,Middle East,Model S,10922,11681,91960.14,82,458,750.34,Official (Quarter),11899,1004.388649
2024,9,Asia,Model Y,4461,4515,50800.29,60,342,228.85,Interpolated (Month),7924,226.6200937
2022,12,North America,Model S,4719,5062,108112.41,82,489,346.14,Official (Quarter),10611,510.1824628
2021,5,Asia,Model Y,9545,9727,62297.06,120,717,1026.56,Official (Quarter),11318,594.6254377
2021,12,Middle East,Model X,13859,15058,73958.59,60,332,690.18,Estimated (Region),14913,1024.992099
2017,7,Europe,Cybertruck,6698,7530,105250.5,82,463,465.18,Interpolated (Month),13965,704.967849
2019,9,Asia,Model X,15884,17515,64845.69,100,561,1336.64,Official (Quarter),6375,1030.00894
2015,2,Europe,Model Y,9861,11318,66943.87,100,583,862.34,Official (Quarter),12139,660.1335021
2016,11,North America,Model 3,3663,4115,116854.24,60,354,194.51,Estimated (Region),3018,428.0370811
2021,4,Asia,Model S,7580,8514,103847.54,60,347,394.54,Interpolated (Month),7046,787.1643532
2022,6,Middle East,Model Y,7532,8069,53119.9,82,490,553.6,Official (Quarter),11592,400.0990868
2017,1,Asia,Model Y,8033,8698,86411.89,60,334,402.45,Official (Quarter),12304,694.1467124
2020,3,Middle East,Model Y,14639,15788,58172.35,100,556,1220.89,Estimated (Region),9442,851.5850317
2020,6,North America,Model 3,7771,8856,56230.68,100,575,670.25,Interpolated (Month),14022,436.9686143
2023,12,Europe,Cybertruck,11128,12108,72255.75,100,577,963.13,Official (Quarter),11768,804.061986
2020,6,North America,Cybertruck,4677,5097,55021.47,120,673,472.14,Estimated (Region),14177,257.3354152
2015,12,Middle East,Model 3,12570,12817,52276.83,120,715,1348.13,Estimated (Region),10399,657.1197531
2017,4,Asia,Model 3,10795,12043,95825.55,82,457,740,Estimated (Region),13510,1034.436812
2017,3,North America,Model S,9296,9376,117045.29,75,447,623.3,Official (Quarter),12422,1088.053016
2022,9,Middle East,Model S,9215,10246,92322.89,75,438,605.43,Official (Quarter),3220,850.7554314
2020,2,Asia,Model X,6932,7903,103644.59,75,437,454.39,Official (Quarter),12886,718.4642979
2019,9,Middle East,Model Y,13821,15702,56119.18,75,447,926.7,Interpolated (Month),12906,775.6231868
2018,1,North America,Model S,4526,4637,58160.82,60,346,234.9,Estimated (Region),13828,263.2358713
2018,1,Middle East,Model S,11796,12081,95948.67,100,598,1058.1,Estimated (Region),9746,1131.810511
2024,9,Middle East,Model S,11173,11333,76804.15,60,358,599.99,Interpolated (Month),10074,858.1327679
2015,3,Middle East,Model Y,5198,5319,67517,82,473,368.8,Interpolated (Month),11575,350.953366
2017,8,Asia,Model 3,8032,8297,74536.44,75,426,513.24,Official (Quarter),3824,598.6766861
2019,12,North America,Model 3,13871,15499,115623.68,60,350,728.23,Estimated (Region),4870,1603.816065
2022,8,Asia,Cybertruck,13977,14076,76982.93,75,418,876.36,Estimated (Region),11344,1075.990413
2017,6,Asia,Model X,9474,9841,80408.23,120,703,999.03,Estimated (Region),3108,761.787571
2020,6,North America,Model Y,3949,4020,55978.59,82,488,289.07,Official (Quarter),5323,221.0594519
2020,10,Europe,Model X,8875,9062,93578.46,75,420,559.12,Official (Quarter),9048,830.5088325
2024,8,North America,Model Y,9497,10344,118175.84,75,424,604.01,Estimated (Region),14077,1122.315952
2018,11,Middle East,Cybertruck,10631,11842,73717.64,75,448,714.4,Interpolated (Month),11855,783.6922308
2025,4,North America,Model S,14646,15998,70463.07,82,468,1028.15,Interpolated (Month),11480,1032.002123
2020,3,Europe,Cybertruck,5479,6104,99911,60,340,279.43,Estimated (Region),3635,547.412369
2018,10,North America,Cybertruck,11286,12014,58339.85,120,690,1168.1,Interpolated (Month),7185,658.4235471
2020,4,Middle East,Cybertruck,13035,14421,107662.11,120,711,1390.18,Interpolated (Month),7981,1403.375604
2023,10,Asia,Model X,7375,8187,57285.32,60,353,390.51,Official (Quarter),9387,422.479235
2025,7,Asia,Cybertruck,2723,2943,63830.92,75,428,174.82,Official (Quarter),9020,173.8115952
2022,3,North America,Model S,8256,9464,67978.21,75,429,531.27,Interpolated (Month),3360,561.2281018
2025,2,Middle East,Cybertruck,6699,7150,69494.44,75,447,449.17,Official (Quarter),13608,465.5432536
2019,10,North America,Model X,12891,14178,107586.02,120,660,1276.21,Estimated (Region),9504,1386.891384
2023,9,Asia,Model X,11694,12628,59652.92,60,347,608.67,Official (Quarter),6777,697.5812465
2017,12,Europe,Model 3,7124,7492,52107.27,82,490,523.61,Interpolated (Month),11014,371.2121915
2019,4,North America,Model X,9977,10879,65908.27,60,346,517.81,Estimated (Region),11339,657.5668098
2018,2,Europe,Model S,16810,18654,107713.01,100,557,1404.48,Official (Quarter),12995,1810.655698
2025,10,Asia,Cybertruck,3031,3438,110309.5,100,558,253.69,Official (Quarter),3311,334.3480945
2021,8,Asia,Model S,8848,9157,81735.94,120,691,917.1,Estimated (Region),12163,723.1995971
2017,2,Asia,Model Y,9235,10569,86332.26,100,583,807.6,Interpolated (Month),6742,797.2784211
2015,5,North America,Model 3,10974,12136,55694.41,120,665,1094.66,Estimated (Region),14839,611.1904553
2025,9,Europe,Model Y,6670,7585,78298.39,75,427,427.21,Official (Quarter),6633,522.2502613
2020,6,Europe,Model Y,5248,5703,117058.55,75,431,339.28,Estimated (Region),3994,614.3232704
2018,10,Asia,Cybertruck,1697,1724,116738.2,60,331,84.26,Estimated (Region),6571,198.1047254
2020,11,North America,Cybertruck,14412,14627,92292.18,60,333,719.88,Estimated (Region),3944,1330.114898
2025,10,Middle East,Cybertruck,10175,11339,61799.84,75,436,665.44,Estimated (Region),4027,628.813372
2025,8,Asia,Model Y,8949,10002,91731.4,82,487,653.72,Official (Quarter),5063,820.9042986
2015,8,Asia,Model S,19783,19836,111048.67,82,489,1451.08,Estimated (Region),9781,2196.875839
2018,3,Asia,Cybertruck,8510,9702,98236.14,75,443,565.49,Official (Quarter),9674,835.9895514
2016,5,Europe,Cybertruck,13737,14494,78989.08,100,591,1217.79,Estimated (Region),11803,1085.072992
2015,1,Europe,Model 3,7597,8376,80810.67,75,417,475.19,Interpolated (Month),8942,613.91866
2018,12,North America,Model Y,12145,13533,106826.47,120,680,1238.79,Interpolated (Month),8204,1297.407478
2022,5,Middle East,Model X,13056,14295,118320.97,75,424,830.36,Official (Quarter),8531,1544.798584
2018,1,Asia,Cybertruck,10761,11619,52286.13,82,470,758.65,Estimated (Region),7892,562.6510449
2018,10,Europe,Cybertruck,9910,10710,119449.49,75,444,660.01,Estimated (Region),4168,1183.744446
2016,12,Europe,Model Y,121,139,111622.03,100,581,10.55,Official (Quarter),9832,13.50626563
2015,10,North America,Model 3,13930,14805,76819.7,120,691,1443.84,Estimated (Region),3563,1070.098421
2015,9,North America,Cybertruck,14984,15332,62734.97,60,355,797.9,Interpolated (Month),14353,940.0207905
2016,11,Asia,Model 3,6535,7194,69276.68,82,463,453.86,Interpolated (Month),12467,452.7231038
2017,1,Asia,Model S,10239,10788,95347.22,75,417,640.45,Official (Quarter),13663,976.2601856
2021,6,Middle East,Model X,8154,9222,77649.32,120,680,831.71,Interpolated (Month),5487,633.1525553
2019,10,North America,Model Y,10447,11167,84927.76,100,553,866.58,Interpolated (Month),11213,887.2403087
2020,6,Asia,Model 3,7905,8286,82584.09,100,597,707.89,Official (Quarter),14180,652.8272314
2025,1,Europe,Model S,7178,7255,56599.32,60,347,373.61,Official (Quarter),3619,406.269919
2019,8,Asia,Model 3,13675,14416,87435.96,120,719,1474.85,Official (Quarter),8694,1195.686753
2025,6,Middle East,Model 3,8280,8700,70543.5,75,420,521.64,Interpolated (Month),6188,584.10018
2023,7,Asia,Model S,7598,8691,85168.2,60,357,406.87,Estimated (Region),11481,647.1079836
2022,8,Middle East,Model X,9804,10357,97058.41,60,353,519.12,Estimated (Region),9369,951.5606516
2022,12,Asia,Model S,15242,15254,118941.01,120,712,1627.85,Interpolated (Month),13741,1812.898874
2021,11,Europe,Model X,4265,4364,111629.53,75,428,273.81,Official (Quarter),7945,476.0999455
2025,12,Europe,Model X,4553,4640,85847.27,82,462,315.52,Interpolated (Month),4933,390.8626203
2023,7,Middle East,Model X,15532,17175,90413.92,120,713,1661.15,Estimated (Region),11403,1404.309005
2025,3,Europe,Model 3,4322,4811,106262.64,60,346,224.31,Estimated (Region),8862,459.2671301
2025,5,North America,Model S,7732,8655,70175.23,120,671,778.23,Interpolated (Month),14687,542.5948784
2016,5,Europe,Model X,8790,9863,93065.36,100,565,744.95,Interpolated (Month),10486,818.0445144
2016,11,North America,Model X,8067,8378,54166.73,120,696,842.19,Interpolated (Month),11239,436.9630109
2023,4,North America,Model Y,12566,13881,55756.33,60,342,644.64,Interpolated (Month),9711,700.6340428
2021,5,Middle East,Cybertruck,17149,17698,57385.96,120,700,1800.64,Estimated (Region),10928,984.111828
2018,6,Asia,Model X,10582,11794,86638.1,82,460,730.16,Official (Quarter),10998,916.8043742
2024,11,Europe,Cybertruck,15338,17247,109717.8,120,673,1548.37,Interpolated (Month),3777,1682.851616
2022,5,Middle East,Model Y,11881,13384,103321.99,60,331,589.89,Estimated (Region),14981,1227.568563
2020,11,Asia,Cybertruck,12449,13177,79104.24,82,470,877.65,Estimated (Region),7412,984.7686838
2020,1,North America,Model 3,9057,9716,104453.66,60,341,463.27,Interpolated (Month),8317,946.0367986
2021,2,North America,Model X,20568,22879,117528.33,120,664,2048.57,Interpolated (Month),3641,2417.322691
2015,5,Europe,Model 3,12077,13820,76240.94,75,423,766.29,Interpolated (Month),13423,920.7618324
2020,11,North America,Model Y,9047,9698,76124.52,75,430,583.53,Estimated (Region),9949,688.6985324
2025,9,Middle East,Model X,12995,14883,97050.41,75,418,814.79,Interpolated (Month),4598,1261.170078
2018,3,Middle East,Model X,7292,7429,118540.61,120,700,765.66,Official (Quarter),13162,864.3981281
2025,4,Europe,Model X,8951,10171,86288.53,100,553,742.49,Estimated (Region),4323,772.368632
2015,3,Asia,Cybertruck,10257,11441,65107.47,100,581,893.9,Interpolated (Month),4024,667.8073198
2023,8,Asia,Model Y,14192,14464,71868.41,120,690,1468.87,Interpolated (Month),10065,1019.956475
2020,5,Europe,Model X,8980,10325,70079.27,100,564,759.71,Interpolated (Month),4916,629.3118446
2022,10,Middle East,Cybertruck,6826,7781,106421.16,120,701,717.75,Estimated (Region),3060,726.4308382
2022,5,North America,Model Y,2178,2274,69609.39,100,557,181.97,Interpolated (Month),6470,151.6092514
2020,3,Europe,Model S,8370,8464,67525.11,120,700,878.85,Estimated (Region),13659,565.1851707
2015,6,Asia,Model Y,6828,7039,75498.89,100,575,588.91,Interpolated (Month),11284,515.5064209
2025,4,Middle East,Model X,11783,12535,95130.18,82,458,809.49,Official (Quarter),9726,1120.918911
2019,2,Europe,Model X,8777,8804,52410.19,75,429,564.8,Interpolated (Month),12799,460.0042376
2017,2,North America,Model 3,9462,10474,96646.98,60,358,508.11,Interpolated (Month),12132,914.4737248
2022,4,Asia,Model X,11546,13120,115939.4,100,553,957.74,Interpolated (Month),7828,1338.636312
2019,3,Europe,Cybertruck,11227,12883,53512.27,100,554,932.96,Interpolated (Month),11645,600.7822553
2019,12,Middle East,Model Y,11307,12778,80248.14,75,448,759.83,Estimated (Region),8426,907.365719
2020,10,Asia,Cybertruck,10428,11120,116424.14,82,461,721.1,Interpolated (Month),9385,1214.070932
2017,6,Europe,Cybertruck,4694,5104,67717.11,120,687,483.72,Official (Quarter),14490,317.8641143
2018,3,Europe,Model Y,4731,5359,112698.3,60,338,239.86,Estimated (Region),5759,533.1756573
2015,1,Middle East,Model X,7419,8000,79927.87,75,413,459.61,Official (Quarter),4294,592.9848675
2019,5,North America,Model X,7479,7555,72183.29,82,461,517.17,Interpolated (Month),9071,539.8588259
2021,1,Europe,Model X,8424,8688,50824.59,75,449,567.36,Official (Quarter),6372,428.1463462
2024,1,Europe,Model Y,14668,16401,67771.88,82,482,1060.5,Official (Quarter),11255,994.0779358
2016,3,Europe,Model S,8700,9196,77917.59,60,347,452.83,Official (Quarter),9403,677.883033
2016,10,Europe,Model Y,10758,11593,80129.92,82,463,747.14,Estimated (Region),8215,862.0376794
2020,7,Europe,Model Y,11723,11829,78933.97,60,346,608.42,Estimated (Region),8232,925.3429303
2021,4,Asia,Cybertruck,9368,10703,54428.39,120,696,978.02,Official (Quarter),3685,509.8851575
2017,10,Europe,Cybertruck,12490,13026,106184.82,120,719,1347.05,Estimated (Region),3360,1326.248402
2015,2,Asia,Model 3,18761,18875,91362.51,82,478,1345.16,Estimated (Region),3199,1714.05205
2020,8,North America,Model 3,9209,10291,77636.51,120,698,964.18,Interpolated (Month),4807,714.9546206
2018,1,North America,Model X,11056,12145,112887.05,60,341,565.51,Official (Quarter),6921,1248.079225
2018,12,Asia,Model 3,10896,10897,52748.55,120,718,1173.5,Interpolated (Month),5908,574.7482008
2023,3,Europe,Model X,7063,7817,90597.34,100,554,586.94,Official (Quarter),11327,639.8890124
2015,11,Asia,Cybertruck,4482,4968,84711.3,82,454,305.22,Interpolated (Month),5642,379.6760466
2023,4,Middle East,Model S,16873,17509,98627.02,60,353,893.43,Estimated (Region),5937,1664.133708
2019,11,North America,Cybertruck,15281,16012,113413.82,120,667,1528.86,Interpolated (Month),5142,1733.076583
2016,5,Europe,Model 3,7546,8329,54360.43,60,345,390.51,Estimated (Region),14960,410.2038048
2017,5,North America,Model S,12601,13161,100009.69,82,482,911.05,Official (Quarter),4230,1260.222104
2020,10,North America,Model Y,8952,9919,81113.6,100,562,754.65,Official (Quarter),5284,726.1289472
2019,7,Europe,Model 3,7642,8425,91557.92,75,440,504.37,Interpolated (Month),6713,699.6856246
2023,7,North America,Model Y,16150,16704,86864.96,60,343,830.92,Official (Quarter),9955,1402.869104
2016,6,North America,Model 3,10738,11306,70757.49,75,425,684.55,Official (Quarter),12295,759.7939276
2015,8,Europe,Model X,6084,6741,94880.33,60,350,319.41,Official (Quarter),9512,577.2519277
2023,7,Asia,Model X,6290,7032,73725.54,82,484,456.65,Interpolated (Month),4568,463.7336466
2023,11,North America,Model 3,7159,8085,109798.74,120,661,709.81,Official (Quarter),10314,786.0491797
2019,8,Europe,Model X,8803,9254,118696.83,60,348,459.52,Estimated (Region),7993,1044.888194
2018,7,Europe,Model Y,7992,8483,118475.45,100,559,670.13,Official (Quarter),12589,946.8557964
2019,1,Europe,Model 3,17693,18854,69372.79,60,346,918.27,Interpolated (Month),7164,1227.412773
2019,6,Asia,Model X,14693,16626,67022.6,82,473,1042.47,Estimated (Region),5309,984.7630618
2025,12,Asia,Cybertruck,7317,7883,74218.07,100,583,639.87,Interpolated (Month),14412,543.0536182
2015,8,Middle East,Model S,14376,16107,50324.24,60,340,733.18,Interpolated (Month),7778,723.4612742
2023,12,Europe,Model S,11217,11469,56297.71,75,433,728.54,Official (Quarter),4365,631.4914131
2022,6,Asia,Model S,2823,2893,78502.16,120,673,284.98,Official (Quarter),9417,221.6115977
2019,3,North America,Model X,11553,12761,55825.61,75,444,769.43,Estimated (Region),8766,644.9532723
2023,7,Asia,Cybertruck,8704,9162,108606.8,82,453,591.44,Estimated (Region),14308,945.3135872
2024,3,Middle East,Model 3,16656,17329,57011.85,100,567,1416.59,Interpolated (Month),7835,949.5893736
2015,9,Middle East,Model 3,11231,12298,68052.14,82,456,768.2,Interpolated (Month),13019,764.2935843
2025,8,Europe,Model 3,9675,9787,117180.88,60,356,516.64,Official (Quarter),12056,1133.725014
2025,5,Europe,Model Y,7394,7616,104198.24,75,439,486.89,Interpolated (Month),10619,770.4417866
2020,1,North America,Model Y,4504,4957,68860.76,60,338,228.35,Interpolated (Month),14200,310.148863
2022,8,North America,Model X,11368,12014,73819.25,60,348,593.41,Estimated (Region),13691,839.177234
2025,5,North America,Model 3,13243,13961,92096.33,120,696,1382.57,Official (Quarter),9725,1219.631698
2021,6,Asia,Model Y,8133,8592,75423.24,82,453,552.64,Interpolated (Month),11226,613.4172109
2021,11,Europe,Model S,6372,7058,64961.57,120,671,641.34,Estimated (Region),7953,413.935124
2023,4,Asia,Model Y,5775,6270,109710.95,60,354,306.65,Official (Quarter),4586,633.5807363
2018,8,Middle East,Model S,14327,16335,71236.99,82,483,1037.99,Official (Quarter),12190,1020.612356
2024,11,Asia,Model Y,18216,18726,95843.37,82,466,1273.3,Estimated (Region),14789,1745.882828
2018,11,Middle East,Model Y,4439,4549,114154.24,100,566,376.87,Official (Quarter),7464,506.7306714
2024,11,Middle East,Model S,10466,10713,86143.79,82,483,758.26,Estimated (Region),8191,901.5809061
2016,6,Europe,Model 3,7425,8516,92131.71,75,434,483.37,Official (Quarter),11976,684.0779468
2024,3,Europe,Model Y,14419,16473,106394.58,120,682,1475.06,Official (Quarter),12464,1534.103449
2025,11,Asia,Cybertruck,15194,16944,106209.44,82,487,1109.92,Estimated (Region),14252,1613.746231
2021,8,North America,Model X,11564,13051,84648.8,120,667,1156.98,Interpolated (Month),11354,978.8787232
2016,8,Europe,Model S,7883,8117,89573.12,82,470,555.75,Interpolated (Month),14664,706.104905
2022,5,North America,Model X,11824,13043,94329.84,75,442,783.93,Estimated (Region),3537,1115.356028
2022,8,Europe,Model 3,8566,9022,105370.29,75,431,553.79,Estimated (Region),4534,902.6019041
2016,1,North America,Model Y,5366,5628,86239.82,60,332,267.23,Interpolated (Month),7207,462.7628741
2025,2,Asia,Model S,7214,7818,54063.24,75,438,473.96,Estimated (Region),3633,390.0122134
2018,11,Middle East,Model 3,8512,9694,61318.62,120,717,915.47,Interpolated (Month),5469,521.9440934
2024,6,Asia,Model X,16936,19459,59209.95,60,331,840.87,Estimated (Region),11332,1002.779713
2016,4,Asia,Model X,10534,11769,99612.13,82,452,714.21,Interpolated (Month),6637,1049.314177
2021,1,Middle East,Cybertruck,13269,13345,93502.51,60,353,702.59,Estimated (Region),9004,1240.684805
2025,9,Middle East,Model 3,10184,11005,104650.26,75,424,647.7,Interpolated (Month),8782,1065.758248
2025,3,Middle East,Model Y,13821,13859,102897.72,82,461,955.72,Official (Quarter),6720,1422.149388
2020,7,Asia,Model X,9091,10357,90581.6,100,583,795.01,Interpolated (Month),13938,823.4773256
2019,1,Europe,Model Y,1688,1921,50840.21,120,693,175.47,Official (Quarter),11887,85.81827448
2021,1,Asia,Cybertruck,19968,20943,118851.81,60,350,1048.32,Interpolated (Month),3526,2373.232942
2017,10,North America,Model S,17816,19626,76118.58,82,489,1306.8,Interpolated (Month),5008,1356.128621
2018,11,Middle East,Model S,12365,12531,113757.84,60,330,612.07,Official (Quarter),8806,1406.615692
2016,7,Asia,Model S,16053,18456,115317.93,100,582,1401.43,Official (Quarter),8054,1851.19873
